url,coffee_name,score,review,roast_level,review_date
https://www.coffeereview.com/review/oiran-blend/,Oiran Blend,92,"Sweetly nut-toned, citrusy. Orange zest, hazelnut, baking chocolate, lily, oak in aroma and cup. High-toned, juicy acidity; crisp, satiny mouthfeel. Finish consolidates to notes of baking chocolate and cedar.",Medium-Light,Apr-24
https://www.coffeereview.com/review/waxing-all-purpose-coffee-blend-espresso/,Waxing All-Purpose Coffee Blend (Espresso),93,"Evaluated as espresso. Sweetly tart, richly chocolaty. Cocoa powder, Fig Newton, black cherry, cedar, hazelnut in aroma and small cup. Crisp, sattiny mouthfeel; cocoa-toned, nutty finish. In cappuccino format, richly sweet and fruit-driven.",Medium-Light,Apr-24
https://www.coffeereview.com/review/guatemala-alto-refugio/,Guatemala Alto Refugio,93,"Balanced, crisply sweet. Lemon verbena, almond, dark caramel, freesia, cedar in aroma and cup. Sweet-toned acidity; full, very satiny mouthfeel. Notes of freesia and almond lead in the sweet finish.",Light,Apr-24
https://www.coffeereview.com/review/waxing-all-purpose-coffee-blend/,Waxing All-Purpose Coffee Blend,93,"Crisply chocolaty, sweetly citrusy. Dark chocolate, pink grapefruit zest, tamarind, fresh-cut oak, magnolia in aroma and cup. Briskly sweet acidity; full, syrupy mouthfeel. Chocolaty, floral-toned finish.",Medium-Light,Apr-24
https://www.coffeereview.com/review/marcela-gesha-espresso/,Marcela Gesha Espresso,95,"Evaluated as espresso. Co-taster John DiRuocco and Ken both found a sweetly tangy intrigue animating this plush, satiny bodied espresso, and rewarded it with 95s. Ken called it rich pistachio; John favored musky, mango-like tropical fruit. For both tasters, the pistachio/mango notes impressively sweetened and moved forward in three parts milk.",Light,Apr-24
https://www.coffeereview.com/review/colombia-paraiso-92-double-anaerobic/,Colombia Paraiso 92 Double Anaerobic,95,"Evaluated as espresso. Sweet grapefruit and orange blossom notes shimmer inside a deeply expressed chocolate in aroma and cup. Velvety mouthfeel. Ken and co-taster John DiRuocco shared parallel descriptors and the same 95-point enthusiasm for this poised, resonantly finishing espresso. Floral-toned chocolate with a continued grapefruit hint graces three parts milk.",Medium-Light,Apr-24
https://www.coffeereview.com/review/colombia-sierra-morena-pink-bourbon/,Colombia Sierra Morena Pink Bourbon,95,"Evaluated as espresso. This was Ken’s favorite in the tasting; he had it at 96 with a 10 for aroma. Co-taster John DiRuocco was a bit less enthusiastic at 94. The difference may have been their reading of the striking floral herb notes. Ken experienced them as exhilarating sweet lavender while John read them as a pleasant but drier eucalyptus. But both overall admired this sweetly citrusy, walnut-toned, brightly chocolaty espresso whose character resonates through the finish and retains character impressively in three parts milk.",Light,Apr-24
https://www.coffeereview.com/review/ethiopia-anaerobic-washed-g1-wild-rose-s-o-sidamo/,Ethiopia Anaerobic Washed G1 Wild Rose S.O. Sidamo,94,"Evaluated as espresso. Ripe, berryish fruit hints at brandy in this lush yet tartly dry espresso that reveals its rounder chocolate side in the cup. Ken (93) decided to like its intensity and tart fruit sweetness. Co-cupper John DiRuocco went more decisively to the bright side at 94. Convincing in three parts milk: crisp chocolate with a juicy, fruit-toned finish.",Light,Apr-24
https://www.coffeereview.com/review/ethiopia-growers-reserve-gesha-village-gaylee-special-fermentation/,Ethiopia Growers Reserve Gesha Village Gaylee Special Fermentation,94,"Evaluated as espresso. Resonant, layered berry (blueberry, raspberry), vanilla-toned flowers, papaya, a hint of cinnamon jostle in aroma and in the cup, where aromatics are suspended in a layered structure of complex bitter, sweet, tart and savory tastes. Ken (94) liked this velvety, viscous espresso a bit better than co-taster John DiRuocco (93). The complexity consolidates a bit in three parts milk, where flavor settles in with quiet certainty around a pronounced chocolate.",Light,Apr-24
https://www.coffeereview.com/review/kona-espresso-special-selection/,Kona Espresso Special Selection,94,"Evaluated as espresso. Ken (94) found this anaerobic natural Kona luxurious with deep floral notes and softly subtle chocolate and orange. Co-taster John DiRuocco (93) concurred but was bothered by what he regarded as a very slight overripe edge to the fruit. Both found the mouthfeel medium in weight but impressively plush in texture, and the shot in three parts milk delicately complex with flowers, fruit and chocolate working in layered coherence.",Medium-Light,Apr-24
https://www.coffeereview.com/review/el-salvador-finca-loma-la-gloria-natural-process-unicorn-lot/,El Salvador Finca Loma La Gloria Natural Process “Unicorn Lot”,94,"Evaluated as espresso. Chocolate, mango and sweet lime animate this satiny bodied espresso. Impressive stone-fruit sweetness is complicated by an engaging resiny edge co-taster John DiRuocco (94) and Ken (93) both associated with mango. Mango and chocolate crisply and sweetly persist in three parts milk.",Light,Apr-24
https://www.coffeereview.com/review/colombia-el-diviso-nestor-lasso-sidra-anaerobic-washed/,Colombia El Diviso Nestor Lasso Sidra Anaerobic Washed,94,"Evaluated as espresso. Lots of flowers with an herby edge—lavender, jasmine, orange blossom, cilantro—cushion on milk chocolate in this bright, light-footed espresso. Both co-taster John DiRuocco and Ken read this high-toned but resonant espresso in about the same terms with parallel ratings of 94. Resolves to an orangy, floral caramel in three parts milk.",Medium-Light,Apr-24
https://www.coffeereview.com/review/juru-rwanda-rulindo-red-bourbon-honey/,Juru Rwanda Rulindo Red Bourbon Honey,94,"Evaluated as espresso. Co-taster John DiRuocco (94) liked this coffee (“brightly orange and juicy, sweet, jasmine and stone fruit”) a bit better than Ken did (93), who nevertheless concurred with John’s descriptors and added dark chocolate and molasses. Both found the mouthfeel plush and satiny. In three parts milk, the shot proved delicate yet substantial, with an animated, light-footed chocolate.",Medium,Apr-24
https://www.coffeereview.com/review/colombia-buenavista-ataraxia-geisha/,Colombia Buenavista Ataraxia Geisha,94,"Evaluated as espresso. In the aroma, lush, chocolaty fruit (maraschino cherry, ripe orange) transforms to a bright, floral citrus in the cup, slightly drying but sweet. Co-taster John DiRuocco (94) felt that the entire package came together nicely, with “nice high notes balanced by chocolate undertones, acidity by body.” Ken had less conviction in regard to coherence, but he too characterized the mouthfeel as full and plush, the cup impressive, and seconded John’s 94. Both particularly praised the coffee in three parts milk, where lemon, chocolate and cherry tendencies played nicely.",Medium,Apr-24
https://www.coffeereview.com/review/colombia-granja-paraiso-92-castillo/,Colombia Granja Paraiso-92 Castillo,94,"Evaluated as espresso. Co-taster John DiRuocco (94) found spicy fruit, orange water and vanilla-like flowers in aroma and cup; Ken (93) concurred and added sweet chocolate and almonds. Altogether a silky textured, lively espresso. The aromatic intricacy consolidates a bit in three parts milk, and the familiar chocolate and almondy nut move forward.",Light,Apr-24
https://www.coffeereview.com/review/colombia-red-fruits-campo-hermosa-edwin-norena/,Colombia Red Fruits Campo Hermosa Edwin Noreña,94,"Evaluated as espresso. Co-taster John DiRuocco (95) was particularly impressed by the lavish sweetness and fruit of this elaborately anaerobic-processed coffee from Colombian processing innovator Edwin Noreña. John found the well-structured and clean-finishing character sufficient to contain and balance the aromatic fireworks. Ken (92), on the other hand, found the sweetness and fruit a bit too intense and candy-like, though he found compensating value in underlying musk and sandalwood tendencies. Both tasters admired the coffee in three parts milk, which rounded and diluted the intensely sweet fruit.",Light,Apr-24
https://www.coffeereview.com/review/ethiopia-dame-dabaye-2/,Ethiopia Dame Dabaye,94,"Evaluated as espresso. Ken intensely admired this classic washed profile for its round brightness, plum-toned fruit, rose-toned flowers, and chocolaty and cedary balance, rating it 95. For co-taster John DiRuocco, the profile was pleasing but one-dimensional, though he rewarded the smooth mouthfeel, citrusy brightness and clean balance with a 92. Ken found the floral chocolate and cedary base particularly impressive in three parts milk.",Medium,Apr-24
https://www.coffeereview.com/review/ethiopia-sidama-karamo-anaerobic-natural-2/,Ethiopia Sidama Karamo Anaerobic Natural,94,"Complex, richly sweet-tart. Pomegranate, pineapple kefir, cocoa nib, freesia, cedar in aroma and cup. Tart-leaning structure with bright, bright acidity; very full, satiny mouthfeel. Tangy finish with notes of cocoa nib and pineapple kefir.",Medium-Light,Apr-24
https://www.coffeereview.com/review/colombia-red-honey-geisha-campo-hermoso/,Colombia Red Honey Geisha Campo Hermoso,95,"Elegantly fruit-forward, richly aromatic. Wild strawberry, cocoa nib, lemon verbena, amber, narcissus in aroma and cup. Balanced, juicy acidity; full, syrupy-smooth mouthfeel. Long, resonant, flavor-saturated finish.",Light,Apr-24
https://www.coffeereview.com/review/midnight-stargazer/,Midnight Stargazer,93,"Evaluated as espresso. Crisply sweet-savory, deep-toned. Baking chocolate, date, hazelnut, gardenia, thyme in aroma and small cup. Full, velvety mouthfeel; chocolaty, sweetly nut-toned finish. In cappuccino format, notes of baking chocolate and hazelnut take center stage, supported by gardenia and thyme.",Medium,Apr-24
https://www.coffeereview.com/review/colombia-chiroso-caturra-washed/,Colombia Chiroso Caturra Washed,95,"Floral-toned, super-sweet. Wisteria, cocoa nib, rambutan, black sage, salted caramel in aroma and cup. Malic (apple-like) acidity; plush, viscous mouthfeel. Concentrated finish that carries through on the promise of the cup.",Light,Apr-24
https://www.coffeereview.com/review/kona-sl-34-anaerobic-washed-kona-rainforest/,Kona SL 34 Anaerobic Washed Kona Rainforest,95,"Fruit-driven, brightly sweet. Nectarine, black cherry, magnolia, pomelo, cedar in aroma and cup. Gently bright, sweetly tart acidity; crsip, dry-vermouth-like body. Resonant, harmonious, integrated finish.",Light,Apr-24
https://www.coffeereview.com/review/el-salvador-finca-san-antonio-pacas-natural/,El Salvador Finca San Antonio Pacas Natural,93,"Balanced, deep-toned. Black cherry, salted caramel, hop flowers, lemon balm, cocoa powder in aroma and cup. Sparkling acidity; crisp, lightly satiny mouthfeel. In the finish, salted caramel and black cherry harmonize.",Light,Apr-24
https://www.coffeereview.com/review/colombia-yellow-geisha-granja-paraiso-92/,Colombia Yellow Geisha Granja Paraiso 92,94,"Richly aromatic, multi-layered, deeply sweet. Fruit Loops cereal, pineapple kefir, cocoa nib, black sage, agave nectar in aroma and cup. Bright, balanced acidity; plush, very syrupy mouthfeel. Long finish centered around notes of Fruit Loops and cocoa nib.",Light,Apr-24
https://www.coffeereview.com/review/yaye-chericho-ethiopia-espresso/,Yaye Chericho Ethiopia Espresso,95,"Evaluated as espresso. Nuanced, multi-layered, high-toned. Bergamot, strawberry guava, cocoa nib, almond butter, freesia in aroma and small cup. Plush, syrupy mouthfeel; long, satiating finish. In three parts milk, notes of freesia and cocoa nib are amplified, with undertones of strawberry guava, almond and bergamot.",Medium-Light,Apr-24
https://www.coffeereview.com/review/kau-classic-medium-roast-2/,Ka‘ū Classic Medium Roast,93,"Bright, balanced, richly sweet. Dark chocolate, narcissus, Meyer lemon, thyme, apricot in aroma and cup. Juicy-bright acidity; crisp, satiny mouthfeel. Dark chocolate is the throughline in the satisfying finish.",Medium-Light,Apr-24
https://www.coffeereview.com/review/hawaiian-harmony/,Hawaiian Harmony,93,"Evaluated as espresso. Richly chocolaty, gently spice-toned. Dark chocolate, clove, almond butter, pink grapefruit zest, date in aroma and small cup. Creamy-smooth mouthfeel; crisply chocolaty finish with undertones of pink grapefruit zest and clove. In cappuccino format, the perfect drink for baked goods with loads of butter and baking spices.",Medium-Light,Apr-24
https://www.coffeereview.com/review/colombia-chachagui-mild-roast/,Colombia Chachagüí Mild Roast,94,"Sweetly spice-toned, delicately aromatic. Ginger blossom, clove, narcissus, cocoa nib, goji berry in aroma and cup. Gently bright, balanced acidity; vibrant, silky mouthfeel. Crisp, cocoa-toned finish supported by notes of ginger blossom and clove.",Light,Apr-24
https://www.coffeereview.com/review/bubble-gum-caldas-caturra-submerged/,Bubble Gum Caldas Caturra Submerged,93,"Evaluated as espresso. Very fruity and richly chocolaty. Black cherry, guava, dark chocolate, tangerine zest, cedar in aroma and small cup. Crisp, satiny mouthfeel; fruity, chocolaty finish. In three parts milk, chocolaty-sweet and invigoratingly tart.",Medium-Light,Apr-24
https://www.coffeereview.com/review/colombia-thermal-shock-double-anaerobic-granja-paraiso-orange-gesha/,Colombia Thermal Shock Double Anaerobic Granja Paraiso Orange Gesha,95,"Elegantly berry-toned, dessert-like. Mulberry, candycap mushroom amber, apricot nectar, dark chocolate in aroma and cup. Brightly sweet-savory acidity; plush, syrupy-smooth mouthfeel. Harmonious, integrated, flavor-saturated finish.",Light,Apr-24
https://www.coffeereview.com/review/kenya-nyeri-hill-estate-aa-top-espresso/,Kenya Nyeri Hill Estate AA Top Espresso,94,"Evaluated as espresso. Rich-toned, deeply sweet-savory. Black currant, pomegranate, hop flowers, dark chocolate, magnolia, cedar in aroma and small cup. Crisp, lightly satiny mouthfeel; intense, concentrated finish rife with notes of black currant, magnolia and dark chocolate. In cappuccino format, dark chocolate notes are amplified, as are magnolia and black currant.",Medium-Light,Apr-24
https://www.coffeereview.com/review/colombia-granja-paraiso-92-anaerobic-gesha/,Colombia Granja Paraiso 92 Anaerobic Gesha,94,"Juicy, lithe, high-toned. Lychee, passionfruit, sandalwood, cocoa nib, marjoram in aroma and cup. Sparkling acidity; crisp, lushly satiny mouthfeel. Cocoa-toned tropical fruit in the finish.",Light,Apr-24
https://www.coffeereview.com/review/guatemala-la-merced-espresso/,Guatemala La Merced Espresso,93,"Evaluated as espresso. Rich, deep, sweetly nutty. Hazelnut butter, tamarind, jasmine, dark chocolate, cedar in aroma and small cup. Crisp, velvety-smooth mouthfeel; nutty, chocolaty finish. In cappuccino format, Nutella-like in its marriage of chocolate and hazelnut notes.",Medium-Light,Apr-24
https://www.coffeereview.com/review/kenya-gaturiri/,Kenya Gaturiri,93,"Brightly sweet, rich-toned. Red currant, agave syrup, lemon verbena, dark chocolate, cedar in aroma and cup. Juicy, lively acidity; crisp, lightly satiny mouthfeel. Sweetly herbaceous finish supported by notes of dark chocolate and cedar.",Medium-Light,Apr-24
https://www.coffeereview.com/review/winter-espresso-blend/,Winter Espresso Blend,91,"Evaluated as espresso. Sweetly nutty, invitingly crisp. Cashew butter, cocoa powder, golden raisin, cedar, orange zest in aroma and small cup. Velvety-smooth mouthfeel; finish consolidates to notes of cocoa powder and cashew. In three parts milk, nut tones further sweeten and cocoa powder is also amplified.",Medium-Light,Mar-24
https://www.coffeereview.com/review/401-italian-style-espresso-blend/,#401 Italian-Style Espresso Blend,92,"Evaluated as espresso. Deep-toned, crisply chocolaty. Baking chocolate, hazelnut, date, gardenia, oak in aroma and small cup. Full, creamy mouthfeel; sweetly nut-toned, wood-framed finish. In cappuccino format, notes of baking chocolate and hazelnut are supported by oak.",Medium-Light,Mar-24
https://www.coffeereview.com/review/putra-gayo-sumatra-espresso/,Putra Gayo Sumatra Espresso,95,"Evaluated as espresso. Richly aromatic, brightly sweet-tart. Dark chocolate, black cherry, tamarind, cedar, finger lime in aroma and small cup. Full, creamy mouthfeel; richly chocolaty, tart-leaning finish. In cappuccino format, dark chocolate and black cherry notes carry the profile, with support from finger lime and cedar.",Medium-Light,Mar-24
https://www.coffeereview.com/review/signature-blend-espresso/,Signature Blend Espresso,92,"Evaluated as espresso. Sweetly nut-toned, earthy and caramelly. Dark caramel, almond, pipe tobacco, date, oak in aroma and small cup. Full, syrupy mouthfeel; gently drying, wood-framed finish. In cappuccino-scaled milk, caramel is front and center, supported by notes of pipe tobacco and date.",Medium-Light,Mar-24
https://www.coffeereview.com/review/sunrise/,Colombia Sunrise,93,"Brightly sweet, gently tart. Cocoa nib, pink peppercorn, freesia, apricot, almond in aroma and cup. Juicy, vibrant acidity; crisp, satiny mouthfeel. Notes of pink peppercorn and freesia are supported by cocoa nib in the long finish.",Light,Mar-24
https://www.coffeereview.com/review/manhattan-beach-blend/,Manhattan Beach Blend,92,"Crisply chocolaty, richly bittersweet. Baking chocolate, lime zest, magnolia, date, cedar in aroma and cup. Gentle, sweet-toned acidity; dry vermouth-like mouthfeel. Baking chocolate and lime zest lead in the finish, with undertones of magnolia.",Medium-Light,Mar-24
https://www.coffeereview.com/review/ethiopia-honey-peach-of-floral-language/,Ethiopia Honey Peach of Floral Language,93,"Delicately high-toned. Nectarine, honey, narcissus, cocoa nib, tangerine zest in aroma and cup. Gently bright, juicy acidity; crisp, silky mouthfeel. Finish consolidates to notes of cocoa nib and nectarine.",Light,Mar-24
https://www.coffeereview.com/review/colombia-paraiso-92-geisha-double-anaerobic/,Colombia Paraiso 92 Geisha Double Anaerobic,95,"Nuanced, multi-layered fruit-forward. Bergamot, apricot nectar, star jasmine, lemon balm, sandalwood in aroma and cup. Complex, juicy acidity; full, syrupy mouthfeel. Long-lasting finish that carries over all the flavor notes from the cup.",Light,Mar-24
https://www.coffeereview.com/review/ethiopia-sidamo-heidenroslein-anaerobic-washed-g1/,Ethiopia Sidamo Heidenröslein Anaerobic Washed G1,94,"Deeply aromatic, complex. Bergamot, mulberry, tea rose, cinnamon, amber in aroma and cup. Delicately sweet-tart acidity; crisp, silky-smooth mouthfeel. Long, resonant, flavor-saturated finish.",Light,Mar-24
https://www.coffeereview.com/review/kenya-blackberry-honey/,Kenya Blackberry Honey,94,"Deeply sweet-savory. Mulberry, cocoa nib, thyme, cedar, agave syrup in aroma and cup. Sweet-tart acidity; plush, syrupy mouthfeel. Sweetly herbaceous finish supported by cocoa nib and mulberry.",Light,Mar-24
https://www.coffeereview.com/review/honey-latte-blend-espresso/,Honey Latte Blend Espresso,93,"Evaluated as espresso. Sweetly nut-toned, gently fruity. Cashew butter, pomegranate, orange zest, baking chocolate, oak in aroma and small cup. Velvety-smooth mouthfeel; crisp, nutty finish. In cappuccino-scaled milk, pomegranate notes predominate, supported by creamy cashew tones.",Medium-Light,Mar-24
https://www.coffeereview.com/review/yu-he-pao-litchi/,Yu He Pao Litchi,93,"Richly fruit- and floral-toned. Lychee, wisteria, cocoa nib, pineapple taffy, thyme in aroma and cup. Juicy-bright acidity; crisp, silky mouthfeel. Cocoa-driven finish with pretty fruit and floral undertones.",Light,Mar-24
https://www.coffeereview.com/review/kenya-gachika/,Kenya Gachika,94,"Cocoa-toned, sweetly herbaceous. Cocoa nib, nectarine, lemon verbena, agave syrup, cedar in aroma and cup. Balanced, juicy acidity; silky-smooth mouthfeel. Citrusy finish supported by cocoa nib and cedar.",Light,Mar-24
https://www.coffeereview.com/review/ethiopia-guji-hambela-natural-tsigered-g1/,Ethiopia Guji Hambela Natural Tsigered G1,93,"High-toned, crisply fruity. Blueberry, tamarind, baking chocolate, pink peppercorn, freesia in aroma and cup. Briskly tart acidity; syrupy-smooth mouthfeel. Finish consolidates to notes of blueberry and tamarind with undertones of pink peppercorn.",Light,Mar-24
https://www.coffeereview.com/review/putra-gayo-sumatra/,Putra Gayo Sumatra,94,"Deep-toned, richly sweet. Dark chocolate, clove, apricot, caramel, cedar in aroma and cup. Bright, balanced acidity; plush, satiny mouthfeel. Chocolaty, spice-toned finish.",Medium-Light,Mar-24
https://www.coffeereview.com/review/ethiopia-hambela-kurume-natural/,Ethiopia Hambela Kurume Natural,93,"Brightly sweet-tart, fruit-toned. Cocoa nib, dried pineapple, magnolia, sage, sweet cream in aroma and cup. Sweetly brisk acidity; plush, syrupy mouthfeel. The quiet finish consolidates to cocoa nib and cedar. With pineapple undertones.",Light,Mar-24
https://www.coffeereview.com/review/bali-kintamani-6/,Bali Kintamani,91,"Delicately sweet, berry-toned. Strawberry, baking chocolate, pecan, fir, salted caramel in aroma and cup. Gently brisk acidity; lightly satiny mouthfeel. Crisp, quiet finish, caramelly and nutty.",Medium-Light,Mar-24
https://www.coffeereview.com/review/ethiopia-agaro-duromina/,Ethiopia Agaro Duromina,94,"Delicately sweet-tart, fruit-toned. Pluot, pomelo, pink peppercorn, cocoa nib, freesia in aroma and cup. Sweetly bright with citrusy acidity; very satiny, buoyant mouthfeel. Finish centers around notes of cocoa nib and pomelo.",Medium-Light,Mar-24
https://www.coffeereview.com/review/hey-much-espresso-blend/,Hey Much Espresso Blend,94,"Evaluated as espresso. Richly sweet, multi-layered. Chocolate fudge, date, graham cracker, cedar in aroma and small cup. Creamy-smooth mouthfeel; chocolaty, richly sweet finish. In cappuccino format, crisply sweet date harmonizes with chocolate fudge for a dessert-like profile.",Medium-Light,Mar-24
https://www.coffeereview.com/review/claremont-blend/,Claremont Blend,92,"Crisply chocolaty, deep-toned. Baking chocolate, date, hazelnut, brown sugar, cedar in aroma and cup. Briskly sweet acidity; plush, creamy mouthfeel. Finish centers around notes of baking chocolate and hazelnut with cedar undertones.",Medium,Mar-24
https://www.coffeereview.com/review/ethiopia-black-honey-guji-wate-lot-tabby/,Ethiopia Black Honey Guji Wate Lot Tabby,94,"Floral-toned, fruity. Raspberry jam, narcissus, dark chocolate, hazelnut, cedar in aroma and cup. Balanced, sweet-tart acidity; plush, syrupy mouthfeel. Raspberry and dark chocolate lead in the long finish, supported by hints of narcissus.",Light,Mar-24
https://www.coffeereview.com/review/finca-vista-hermosa-edwins-reserve-guatemala/,Finca Vista Hermosa Edwin’s Reserve Guatemala,94,"Richly sweet, balanced, deep. Dark chocolate, yellow plum, agave syrup, lemon verbena, amber in aroma and cup. Delicately bright acidity; full, syrupy-smooth mouthfeel. Flavor-saturated finish centers around notes of dark chocolate and amber.",Light,Mar-24
https://www.coffeereview.com/review/costa-rica-las-lajas-perla-negra-3/,Costa Rica Las Lajas Perla Negra,95,"Richly fruity, complex. Wild strawberry, cocoa nib, lemon verbena, honeysuckle, sandalwood in aroma and cup. Sweetly tart structure with bright, vibrant acidity; syrupy-smooth mouthfeel. The long, lingering finish centers around notes of wild strawberry and honeysuckle with undertones of sandalwood.",Medium-Light,Feb-24
https://www.coffeereview.com/review/golden-parrot-blend-2/,Golden Parrot Blend,93,"Evaluated as espresso. Crisply cocoa-toned, richly floral. Cocoa nib, gardenia, pomegranate, fresh-cut oak, molasses in aroma and small cup. Satiny-smooth mouthfeel; cocoa- and floral-toned finish. In three parts milk, the through line is cocoa nib with undertone of gardenia and oak.",Medium-Light,Mar-24
https://www.coffeereview.com/review/kenya-aa-top-gicherori-3/,Kenya AA Top Gicherori Espresso,95,"Evaluated as espresso. Richly chocolaty, floral-toned. Chocolate fudge, pomegranate, narcissus, tangerine zest, gently scorched cedar in aroma and small cup. Tannic, syrupy mouthfeel; crisply chocolaty finish. In cappuccino format, both dark chocolate and narcissus are amplified, backed by tart pomegranate.",Medium,Feb-24
https://www.coffeereview.com/review/__trashed-5/,Kagunyu Kenya,94,"Complex, multi-layered, deep-toned. Red currant, cocoa nib, tangerine, fresh-cut oak, marjoram in aroma and cup. Bright, juicy structure with phosphoric (cola-like) acidity; crisp, syrupy mouthfeel. Resonant finish centered around notes of red currant and cocoa nib.",Medium-Light,Feb-24
https://www.coffeereview.com/review/wilton-benitez-colombia-chiroso/,Wilton Benitez Colombia Chiroso,93,"Elegantly fruity, tropical leaning. Pineapple, lychee, baking chocolate, pomelo, redwood in aroma and cup. Brightly sweet-tart acidity; crisp, lightly syrupy mouthfeel. Fruit-toned finish with hints of baking chocolate.",Light,Feb-24
https://www.coffeereview.com/review/buesaco-colombia-espresso/,Buesaco Colombia Espresso,93,"Evaluated as espresso. Crisply chocolaty, deeply sweet. Dark chocolate, rhododendron, pie cherry, lemon-thyme, fresh-cut oak in aroma and small cup. Very full, creamy-smooth mouthfeel; chocolaty, sweetly herbaceous finish. In cappuccino format, dark chocolate and rhododendron notes ramp up, while tart fruit and sweet herbs take a supporting role.",Medium-Light,Feb-24
https://www.coffeereview.com/review/costa-rica-rivense-la-guaca/,Costa Rica Rivense La Guaca,93,"Crisp, vibrantly sweet. Wild honey, dried apricot, cocoa nib, pink grapefruit zest, wisteria in aroma and cup. Sweet-toned structure with brisk acidity; syrupy-smooth mouthfeel. Cocoa-toned finish with notes of dried apricot and pink grapefruit zest.",Medium-Light,Feb-24
https://www.coffeereview.com/review/yaye-chericho-ethiopia/,Yaye Chericho Ethiopia,93,"Bright, lively, flavor-intense. Sweet lime, freesia, cocoa nib, pink grapefruit zest, sandalwood in aroma and cup. Juicy, citrusy acidity; crisp, satiny mouthfeel. Tart fruit and rich florals carry the long finish.",Medium-Light,Feb-24
https://www.coffeereview.com/review/ethiopia-sasaba-guji/,Ethiopia Sasaba Guji,93,"Delicately sweet-tart, fruit-toned. Lychee, raspberry, cocoa nib, orange zest, cedar in aroma and cup. Sweet, gentle acidity; full, syrupy mouthfeel. Cocoa nib and raspberry notes lead in the pleasing finish.",Medium-Light,Feb-24
https://www.coffeereview.com/review/kariaini-kenya/,Kariaini Kenya,93,"Berry-toned, floral. Blackberry, narcissus, cocoa nib, lemon balm, cedar in aroma and cup. Sweetly tart acidity; plush, creamy mouthfeel. Finish consolidates to notes of lemon balm and narcissus with undertones of cedar.",Medium-Light,Feb-24
https://www.coffeereview.com/review/colombia-finca-milan-washed-nitro-caturra/,Colombia Finca Milan Washed Nitro Caturra,95,"Delicately sweet, richly perfumed. Watermelon candy, lychee, magnolia, almond butter, black sage in aroma and cup. Balanced, bright acidity; very full, creamy mouthfeel. Resonant finish centers notes of watermelon candy, magnolia and almond.",Light,Feb-24
https://www.coffeereview.com/review/kenya-aa-top-gicherori-2/,Kenya AA Top Gicherori,93,"Deep-toned, chocolaty and floral. Dark chocolate, narcissus, gently scorched cedar, almond, date in aroma and cup. Gentle, round acidity; plush, creamy mouthfeel. Chocolaty, floral-toned finish supported by sweetly smoky cedar notes.",Medium,Feb-24
https://www.coffeereview.com/review/ethiopia-jemjem/,Ethiopia JemJem,94,"Tropical, multi-layered. Guava, passion fruit, honey, cocoa nib, ginger blossom in aroma and cup. Apple-like (malic) acidity; plush, syrupy mouthfeel. Fruity, high-toned finish.",Light,Feb-24
https://www.coffeereview.com/review/peru-wiliam-shakespeare-roman-washed/,Peru Wiliam Shakespeare Roman Washed,93,"Balanced, multi-layered. Apricot, lemon blossom, almond butter, willow bark, maple syrup in aroma and cup. Crisply sweet-tart acidity; delicate, satiny mouthfeel. Almond and apricot notes lead the gentle finish.",Medium-Light,Feb-24
https://www.coffeereview.com/review/beagle-espresso-blend/,BEAGLE Espresso Blend,91,"Evaluated as espresso. Floral-toned, richly wood-framed. Calla lily, tangerine zest, pink peppercorn, balsa wood, amber in aroma and small cup. Velvety mouthfeel; gently drying, wood-centered finish. In cappuccino-scaled milk, Calla lily and pink peppercorn notes intersect with tangerine zest.",Medium,Feb-24
https://www.coffeereview.com/review/akita-espresso-blend/,AKITA Espresso Blend,91,"Evaluated as espresso. Crisply chocolaty, sweetly nutty. Baking chocolate, almond, orange zest, oak, lemon verbena in aroma and small cup. Velvety mouthfeel; almondy finish with undertones of orange zest. In three parts milk, baking chocolate and orange notes play nicely together.",Medium-Light,Feb-24
https://www.coffeereview.com/review/collie-espresso-blend/,COLLIE Espresso Blend,92,"Evaluated as espresso. Deeply sweet, gently herbaceous. Golden raisin, oregano, molasses, oak, onion blossom in aroma and small cup. Lightly satiny mouthfeel; quietly sweet, herbaceous finish. In cappuccino format, balanced and delicately sweet-savory.",Medium-Light,Feb-24
https://www.coffeereview.com/review/el-salvador-trifinio-blend-medium-roast/,El Salvador Trifinio Blend Medium Roast,90,"Crisply cocoa-toned, sweetly nutty. Cocoa powder, almond, brown sugar, carnation, date in aroma and cup. Balanced, even-keeled acidity; lightly satiny mouthfeel. Finish consolidates to notes of cocoa powder and date.",Medium-Light,Feb-24
https://www.coffeereview.com/review/kenya-estate-28-day-natural-microlot/,Kenya Estate 28-Day Natural Microlot,90,"Crisply sweet-savory. Date, cashew, agave syrup, cedar, lemon zest in aroma and cup. Briskly sweet acidity; velvety-smooth mouthfeel. Sweetly nut-toned finish with hints of lemon zest.",Light,Feb-24
https://www.coffeereview.com/review/sumatra-pantan-musara-6/,Sumatra Pantan Musara,94,"Deeply sweet, rich-toned. Snickerdoodle, cocoa nib, pomelo, tarragon, brown sugar in aroma and cup. Bright, balanced acidity; full, lightly creamy mouthfeel. Crisply cocoa-toned finish with notes of pomelo and brown sugar.",Medium-Light,Feb-24
